ssid,logs
O.CCCCCCCCCCCC(=O)O,-4.62
O.O=C(O)c1cc(=O)cc(C(=O)O)o1,-1.10
CC(C)=O.Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,-2.00
CC(C)=O.CCCCCCC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.64
CC(C)=O.CCOC(=O)c1cnn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,-1.12
O.CCC(C)=O,0.52
CCO.C(=N/c1cccc(-c2ccccc2)c1)\c1ccc(-c2ccccc2)cc1,-2.13
CCO.O=C(O)c1cc(O)c(O)c(O)c1,-0.06
CCO.Cc1cc(=O)n(-c2ccccc2)n1C,0.49
CC(C)=O.CCOCN1C(=O)c2ccccc2C1=O,-2.91
CC(C)=O.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0.23
O.CCC(C)(O)CC,-0.38
O.Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,-2.82
CCO.Cc1ccc(C=O)cc1C,0.88
CC(C)=O.Cc1cccc(CN2CCN(C)CC(NC(=O)c3n[nH]c4ccccc34)C2)c1,-1.00
O.C1COCCN1,1.06
c1ccccc1.O=C(c1ccccc1)c1cccc2c(C(=O)c3ccccc3)cccc12,-1.43
O.COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-3.82
CC(C)=O.CCCCCCCCCCCCCCCc1cccc(O)c1,0.68
O.CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.19
O.C=CCCCCC,-3.73
O.N=C(N)N[N+](=O)[O-],-1.37
c1ccccc1.Cc1cc2c(=O)c3ccccc3c3c2c(c1)c1cc(C)cc2c(=O)c4ccccc4c3c21,-3.33
CCO.NC(=O)NCC(=O)NCC(=O)O,-2.94
CCO.CCCCCCCCCCCC(=O)OCC(=O)c1ccccc1,-0.77
CCO.O=P(Oc1cccc2ccccc12)(Oc1cccc2ccccc12)Oc1cccc2ccccc12,-2.68
CC(C)=O.C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,-0.03
CCO.C/C=C/C(=O)O,0.79
c1ccccc1.Oc1ccc(N=Nc2ccc(Cl)cc2)cc1,-0.88
O.CC(=O)OCC(COC(C)=O)OC(C)=O,-0.60
O.O=C(O)C1C2CCC(O2)C1C(=O)O,-0.27
O.COC(N)=O,0.97
c1ccccc1.Cc1ccccc1N=Nc1ccc(O)cc1,-0.04
CCO.CCC1(CC)C(=O)NC(=O)NC1=O,-0.30
O.COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-2.58
O.CC(=O)Nc1ccc(N)cc1,-0.98
CC(C)=O.CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,-0.14
CCO.CCOc1ccc([N+](=O)[O-])cc1/C=N/NC(N)=O,-2.50
O.CCCOc1ccc([N+](=O)[O-])cc1N,-3.16
CC(C)=O.CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(OC(=O)c5ccccc5)ccc4[C@H]3CC[C@]12C,0.04
O.NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)co1,-2.40
CCO.COc1ccc(N=Cc2ccccc2)cc1,-1.50
CC(C)=O.C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-0.27
c1ccccc1.CN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],-0.81
CCO.CN(c1ccccc1)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-2.03
c1ccccc1.Cc1cc(O)ccc1N=Nc1ccccc1,-0.25
O.CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,-3.35
CCO.C(=C/c1ccccc1)\c1ccccc1,-1.26
c1ccccc1.CC1(C)C2CC[C@@]1(C)C(=O)/C2=C(\O)c1ccccc1,0.11
O.CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.82
O.NS(=O)(=O)c1cc(S(=O)(=O)c2cccc(O)c2)cs1,-2.72
CC(C)=O.CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,-1.23
O.O=[N+]([O-])c1cccc(Cl)c1,-2.77
c1ccccc1.Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,-0.89
O.Cc1ncc([N+](=O)[O-])n1CCO,-1.20
c1ccccc1.CCc1ccc(O)cc1O,-1.14
O.Nc1cccc([N+](=O)[O-])c1,-2.19
c1ccccc1.CCCC(C(=O)O)C(=O)O,-2.51
O.CC(=O)N(C)C,1.11
CCO.O=C(O)C=Cc1ccccc1,0.05
O.CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.18
c1ccccc1.O=[N+]([O-])c1ccc(Cl)cc1,0.67
O.CCCCCCCCCCCCCCO,-6.11
O.CCC(C)(C)CC,-4.23
c1ccccc1.O=C(O)/C=C\C(=O)O,-2.74
c1ccccc1.CC(=O)c1cccc(N=Nc2cc(C)c(O)cc2C)c1,-1.39
CCO.C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@H](C(=O)O)[C@](C)(CCC(=O)O)[C@H]3CC(=O)[C@@]21C,-0.71
CCO.NC(=O)NC(=O)OCc1ccccc1,-1.95
c1ccccc1.C(C=CC=CC=Cc1ccccc1)=CC=CC=Cc1ccccc1,-3.71
CCO.COc1cc(C=CC(=O)O)cc(OC)c1O,-0.69
O.CC12CCC(CC1)C(C)(C)O2,-1.72
c1ccccc1.O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,-2.96
O.COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.24
CCO.CC(O)(C(=O)O)C(O)C(=O)O,-1.20
CC(C)=O.O=c1c(-c2ccc(O)c(O)c2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,-2.99
CCO.O=[N+]([O-])c1ccc(Oc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,-1.93
CCO.Clc1nc(Cl)c(Cl)c(Cl)c1Cl,-1.86
CCO.CC1=NNC(=O)N(/N=C/c2cccnc2)C1,-1.98
CC(C)=O.COC(=O)c1cc(OCc2ccncc2)cc(C(=O)OC)c1,-0.70
c1ccccc1.c1ccc2cc3c(ccc4ccccc43)cc2c1,-1.72
c1ccccc1.CCCCCCCC(C(=O)O)C(=O)O,-2.40
CC(C)=O.COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,-0.29
O.CCCOC=O,-0.49
c1ccccc1.c1ccc2c(c1)-c1ccccc1C2C1(C2c3ccccc3-c3ccccc32)c2ccccc2-c2ccccc21,-1.30
CCO.O=S(=O)(c1ccc(/N=N/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)C(F)(F)F,-2.13
O.CCCCc1c(C)nc(N(C)C)nc1O,-2.24
c1ccccc1.CCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.16
O.CCNc1nc(Cl)nc(NCC)n1,-4.55
O.Cc1cc2ccccc2cc1C,-4.72
CC(C)=O.COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C[C@H](O)[C@@H]2C,-2.32
O.CCCCNC(=O)COC(=O)c1ccccc1,-2.76
CC(C)=O.CCCCCCCC(N)=O,-0.37
O.CNCC(O)c1ccc(O)c(O)c1,-0.96
CCO.CCCCCCC/C=C/C(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-2.48
c1ccccc1.CCOc1ccc(NC(C)=O)cc1,-2.50
c1ccccc1.CC1(C)C2CCC1/C(=C/Nc1ccc3ccccc3c1)C2=O,-1.75
O.CCOC(=O)CCCCCCCCC(=O)OCC,-3.51
O.O=C1NCCN1c1ncc([N+](=O)[O-])s1,-3.22
CCO.CC(CCC1CCCCC1)OC(=O)NC(N)=O,-2.01
O.O=C1CCCCC1,-0.60
O.O=C1OCc2ccc([N+](=O)[O-])cc21,-2.65
O.CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-2.31
c1ccccc1.CCCCC(CC)CC(CC)(CC)C(=O)NO,0.00
O.CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,-3.64
O.CN(CCO)C(=O)COC(=O)c1ccccc1,-1.09
c1ccccc1.CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-3.86
CCO.COC(=O)C(OC(=O)c1ccccc1)C(OC(=O)c1ccccc1)C(=O)OC,-2.32
c1ccccc1.CP(=O)(c1ccccc1)c1ccccc1,-0.18
CC(C)=O.CCc1ccc(C(=O)c2ccccc2C(=O)O)cc1,-1.14
CCO.CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,-2.19
CCO.c1ccc(C(c2ccccc2)C(c2ccccc2)c2ccccc2)cc1,-2.72
O.CCCCCCCCCCCC(=O)OC,-4.69
O.O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-6.90
CC(C)=O.c1ccc2ccccc2c1,0.47
O.CCCCCCCCCCC(=O)O,-3.55
O.CSc1nc(N(C)C)nc(N(C)C)n1,-2.68
O.c1ccc2cc3ccccc3cc2c1,-6.44
CCO.CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=NNC(N)=O)[C@@]4(C)CC[C@@H]32)C1,-2.29
c1ccccc1.c1ccc2c(c1)ccc1c3ccccc3ccc21,-1.77
O.O=C1CSC(=S)N1,-1.77
c1ccccc1.CCCCCCCCCCCCCCCC(=O)O,-0.60
O.Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,-3.43
O.CN1CCC23c4c5ccc(OCc6ccccc6)c4OC2C(O)C=CC3C1C5,-2.22
CC(C)=O.C1CN2CCN1CC2,-0.04
CCO.COc1ccc(C(O)(c2ccccc2)C(O)(c2ccccc2)c2ccc(OC)cc2)cc1,-2.85
c1ccccc1.CCCCCC(N)=O,-1.06
O.CCC(=O)CC,-0.28
CCO.O=C(O)/C=C/c1ccccc1[N+](=O)[O-],-1.97
CCO.CCCC(CCC)(C(=O)NO)C1CCCCC1,-0.00
O.O=[N+]([O-])c1cccc(O)c1,-1.01
CC(C)=O.CCCCCCCCCCCC(=O)O,0.48
CC(C)=O.O=C1O/C(=N/c2ccccc2[N+](=O)[O-])c2ccccc21,-0.62
c1ccccc1.Nc1ccccn1,0.31
CC(C)=O.CCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,-1.30
c1ccccc1.Cn1c(=O)c2c(ncn2C)n(C)c1=O,-1.28
O.CC(=O)Nc1ccccc1[N+](=O)[O-],-1.91
CCO.OC1OC[C@@H](O)[C@H](O)[C@H]1O,-1.25
O.NC(=O)c1cnccn1,-0.74
O.Nc1[nH]c(=O)ncc1F,-1.05
CCO.CCCCCCCCCCCCCCCCCC(=O)OCCCl,-1.32
O.CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,-5.06
O.C[C@H](NC(=O)OC(C)(C)C)C(=O)O,-0.74
O.COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57
CCO.Cc1ccccc1C(=O)O,0.37
O.Cc1ccc(-c2nc3ccccc3s2)cc1,-4.35
CCO.N#C/C(N)=C(/N)C#N,-0.48
O.OCc1cccnc1,0.96
CCO.C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,-1.17
O.O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,-4.72
O.NC(=O)NO,1.12
O.CCCCCCc1ccccc1,-5.21
O.ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@H]([C@@H]3[C@@]1(Cl)C2(Cl)Cl)[C@H]1O[C@@H]41,-6.29
CC(C)=O.C1OOCN2COOCN1COOC2,-1.91
c1ccccc1.CCCC(=O)NNC(=O)CCCC(=O)O,-2.30
CCO.O=P(c1ccccc1)(c1ccccc1)c1ccccc1,0.27
CCO.O=[N+]([O-])c1c(O)cccc1-c1ccccc1,-0.16
CC(C)=O.O=C(Nc1ccc(NC(=O)c2ccccn2)cc1)c1ccccn1,-2.80
O.O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-1.98
CCO.Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-0.97
O.Cc1cnc2cncnc2n1,0.06
O.c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,-7.80
O.c1cc[nH]c1,-0.17
CCO.Cc1ccc2[nH]c(Nc3ccccc3)nc2c1,-0.44
c1ccccc1.O=C1CCCCCCCN1,0.37
CC(C)=O.NS(=O)(=O)O,-1.49
CCO.[O-][n+]1c2ccccc2nn1-c1ccc(Nc2ccccc2)cc1,-2.00
c1ccccc1.CC1(C)C2CCC1(C)C(N=Cc1ccc([N+](=O)[O-])cc1)C2,-1.25
CC(C)=O.C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-0.68
CC(C)=O.COc1ccc(C(=O)/C(=C/c2ccccc2)CC(=O)O)cc1,0.04
O.C=C,-0.40
O.COC=O,0.58
O.CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36
CCO.O=Cc1ccc(O)cc1,0.54
CCO.CCOC(=O)C(SC1=NC(=Cc2ccccc2)C(=O)N1c1ccccc1)c1ccccc1,-2.25
O.CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83
CC(C)=O.CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1,-0.88
CC(C)=O.O=C(O)c1ccc(O)cc1,0.22
CCO.O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1,-2.31
CC(C)=O.COc1cc(/C=C/CO)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-2.68
CC(C)=O.CC12CCC(C(C(=O)c3ccccc3)C1=O)C2(C)C,-0.23
O.CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,-4.84
O.NNC(=O)Nc1ccccc1,-2.33
c1ccccc1.O=C(OCOC(=O)c1ccccc1)c1ccccc1,-0.03
O.c1ccoc1,-0.82
c1ccccc1.O=C1c2ccccc2-c2cccc3cccc1c23,-1.21
CC(C)=O.Nc1ccc(Cl)cc1Nc1ccc(Cl)cc1,0.06
c1ccccc1.O=C(O)c1cccc([N+](=O)[O-])c1,-0.97
CC(C)=O.CCCCCCCCCCCCCC(=O)O,-0.26
c1ccccc1.O=[N+]([O-])c1ccc(Oc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,-1.93
CCO.Brc1ccc(Br)cc1,-0.87
O.O=C(O)c1ccc(Br)c([N+](=O)[O-])c1,-2.97
O.Clc1cccc(-c2cccc(Cl)c2)c1,-5.80
CC(C)=O.C/C=C/CCCCCCCC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-2.01
CCO.CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0.56
O.CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-2.06
CCO.CC1CCC(C(C)C)C(OC(=O)C(O)c2ccccc2)C1,-0.61
O.CCC1CN2CCC1CC2C(O)c1ccnc2ccccc12,-2.63
O.OCC(O)C(O)CO,0.70
CCO.CCCC(=O)NCCNC(=O)CCC,-0.16
c1ccccc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,-0.48
c1ccccc1.O=[N+]([O-])c1ccc(NN=Cc2cccc(Br)c2)c([N+](=O)[O-])c1,-3.03
CCO.COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,-2.17
O.O=[N+]([O-])c1ccccc1O,-1.74
CCO.O=C1c2ccccc2C(=O)c2c(Cl)cccc21,-2.21
CCO.CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](O)C2,-1.09
CCO.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-3.76
CCO.CN(C)c1ccc(C(=Nc2ccc(N)cc2)c2ccc(N(C)C)cc2)cc1,-1.92
CCO.Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-0.77
O.Oc1ccc(O)cc1,-0.17
CC(C)=O.CCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,-1.28
CCO.CC[C@H](C)[C@H](NC(C)=O)C(=O)O,0.71
CCO.OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,-0.61
O.O=C(O)CCCC(=O)O,1.00
O.O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-5.46
CC(C)=O.O=C1OC(=O)c2cc(Cl)ccc21,0.59
O.CCOP(=S)(OCC)SCCSCC,-4.23
CC(C)=O.C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1/C(=O)OCC1O,-1.89
CC(C)=O.O=C(O)c1cc(O)ccc1O,-0.19
O.Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,-3.78
O.CC(C)O,0.43
O.CCCCOC(N)=O,-0.66
CCO.C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@@]21C,-2.93
CCO.C=CC(C)(C)c1[nH]c2c(CC=C(C)C)cc(CC=C(C)C)cc2c1C[C@@H]1NC(=O)[C@H](C)NC1=O,-2.71
CC(C)=O.CCCCCCCC/C=C/C(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.61
CCO.Cc1ccc(C(O)(CCC(O)(c2ccccc2)c2ccc(C)cc2)c2ccccc2)cc1,-1.91
CC(C)=O.COc1cnc(Cl)nc1Cl,0.67
O.CC(C)CC(C)(C)C,-4.74
CCO.CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,-0.80
CCO.O=P(O)(Oc1c(Cl)cc(Cl)cc1Cl)Oc1c(Cl)cc(Cl)cc1Cl,-0.63
O.Brc1cc(Br)c(Br)cc1Br,-6.98
CCO.CC(C=NNC(N)=O)=Cc1ccco1,-2.07
CC(C)=O.NC(=O)NCc1ccccc1,-0.69
CC(C)=O.COc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0.80
CC(C)=O.NS(=O)(=O)c1cccc(S(N)(=O)=O)c1,-0.76
O.O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,-2.81
O.CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,-4.41
O.Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,-8.32
CC(C)=O.O=C(Nc1ccccn1)c1ccc(C(=O)Nc2ccccn2)cc1,-3.50
O.COc1ccc(NC(=O)N(C)C)cc1Cl,-2.56
O.CCCCCCCCCCO,-3.63
c1ccccc1.Oc1ccc(Cc2ccccc2O)cc1,-1.40
O.CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57
CC(C)=O.CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,0.18
CCO.Cc1cc(C)c(C(=O)C(Br)C(c2ccccc2)c2ccccc2)c(C)c1,-2.28
c1ccccc1.C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-2.76
CC(C)=O.O=C1C=CC(=O)N1c1cc(F)c(Br)c(F)c1,-2.87
O.C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,-4.69
CCO.OC(c1ccccc1)(c1ccc(Cl)cc1)C(O)(c1ccccc1)c1ccc(Cl)cc1,-2.64
O.CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,-4.74
CC(C)=O.O=P1(c2cc(OCCO)c3ccccc3c2OCCO)Oc2ccccc2-c2ccccc21,-2.77
O.Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,-7.25
O.NS(=O)(=O)c1cc2c(s1)S(=O)CCC2O,-1.35
c1ccccc1.O=C(O)c1ccc(Br)cc1,-2.77
CC(C)=O.O=C(O)c1cccc(Cl)c1C(=O)c1ccccc1,-1.42
O.O=[N+]([O-])c1ccccc1Cl,-2.55
O.Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,-9.16
c1ccccc1.CC(=O)c1cccc(N=Nc2cc(-c3ccccc3)ccc2O)c1,-0.77
CC(C)=O.Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1,-2.02
O.CCC(C)O,0.43
O.C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,-3.46
CC(C)=O.Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0.58
c1ccccc1.Oc1ccc(O)cc1,-2.74
CCO.O=[N+]([O-])OCCN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],-2.62
CC(C)=O.Oc1ccc2ccccc2c1/N=N/c1ccccc1,-1.13
O.C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-3.79
c1ccccc1.CN(C)C(=S)SSC(=S)N(C)C,-0.70
CC(C)=O.ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-0.01
O.CC(N)CC(=O)O,1.08
O.CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,-2.15
O.O=C(OCC(=O)N(CCO)CCO)c1ccccc1,0.43
CCO.CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,0.97
c1ccccc1.CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,-0.55
CC(C)=O.O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,-2.36
CCO.O=Cc1ccc(Br)o1,-0.54
O.OCc1ccccc1O,-0.29
CCO.NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,-1.38
CCO.O=C(O)CCSC(c1ccccc1)(c1ccccc1)c1ccccc1,-2.11
CCO.c1cc2c3c(cccc3c1)CC2,-1.97
c1ccccc1.CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-2.50
O.CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.72
c1ccccc1.CC(C)COC(=O)[C@@H](O)[C@H](O)C(=O)OCC(C)C,-0.25
CC(C)=O.Cc1ccc(C(c2ccc(C)c(C)c2)C(Cl)(Cl)Cl)cc1C,-0.07
CCO.c1ccc2cc3ccccc3cc2c1,-2.10
CCO.CC(C)=CC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-2.57
O.CC12CCC(CC1=O)C2(C)C,-1.95
CCO.CCCCCC(=O)NCCNC(=O)CCCCC,-0.60
O.CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,-3.22
O.COCOc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,-1.96
O.Nc1ccccc1O,-0.72
CCO.CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,-0.78
c1ccccc1.CCC1(CC)C(=O)NC(=O)NC1=O,-2.56
CC(C)=O.Clc1nc(Cl)nc(Cl)n1,0.03
O.Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,-7.94
c1ccccc1.O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,0.21
CCO.O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,-0.64
O.Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-2.82
c1ccccc1.C[C@@H]1CCCC(NC(=O)c2cccc3ccccc23)C1,-0.41
CCO.CCCCCCCCCCCCCCCC(=O)OC(CO)CO,-3.86
c1ccccc1.O=[N+]([O-])c1ccc(N=Nc2ccc(O)cc2)cc1,-1.92
c1ccccc1.COC(=O)c1ccc(C=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,-3.39
O.c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,-7.85
CCO.CC(C(=O)c1ccccc1)C(=O)c1ccccc1,-0.77
c1ccccc1.C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-1.10
O.O=C(O)C(O)c1ccccc1,0.05
CCO.CC(=O)Nc1nnc(S(N)(=O)=O)s1,-1.75
O.CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,-1.23
CCO.CCCC(CCC)OC(=O)NC(N)=O,-1.69
c1ccccc1.COc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0.53
O.CCC(N)C(=O)O,0.31
c1ccccc1.O=C(O)C(O)c1ccccc1,-2.31
CC(C)=O.C1N2CN3CN1CN(C2)C3,-0.95
CC(C)=O.O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,-0.60
CCO.O=[N+]([O-])c1ccc(/N=N/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C(F)(F)F)c1,-3.24
c1ccccc1.CCc1cc(O)ccc1N=Nc1ccc(C(C)=O)cc1,-0.65
CCO.Nc1cc(Cl)ccc1Nc1ccccc1Cl,-1.80
CCO.CCCCCC1(CCO)C(=O)NC(=S)NC1=O,-0.13
CC(C)=O.O=C(O)c1ccccc1Br,0.16
O.CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,-4.43
c1ccccc1.c1ccc(-c2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1,-0.29
CCO.CCCCCCCCCCCCCCC1SC(N)=NC1=O,-2.58
O.O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,-4.97
O.C=C(C)C(=O)O,0.01
O.Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,-3.19
CC(C)=O.Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-0.78
CCO.O=C(O)CCCCCCCC(=O)O,-0.03
CCO.O=C1C=CC(=O)C=C1,-0.53
